qd1,qd2,phrase1,phrase2,label
5037,5038,cant forgive insult even jilt dead,oh yes know know,1
5039,5040,two month later learn packed belonging put shawl hat come back town live alone house parent dead go judith would come bring food sutpen hundred dire necessity brute inexplicable flesh stubborn live brought miss coldfield accept,dire indeed passing negro servant go work white see sunup gathering green along garden fence pull fence since garden seed plant one tool work even know completely freshman year gardening doubtless would work know reach garden fence gathering vegetable though would welcome enter garden get would even gathering sent since people judge benbow would leave basket provision front porch night,1
5041,5042,would permit would even use stick reach fence draw vegetable could grasp reach unaided arm limit brigandage never pass,keep see steal sent forth town awake nigger would sent forth broad daylight forage would care exactly cavalry hero write verse would sent men,1
5043,5044,rosie coldfield lose weep caught beau could nt keep oh yes tell found beau insult something heard forgiven much say thought heard realize like thunderclap must mind day week even month maybe look daily mind even know,forgave,1
5045,5046,tell different,nt,1
5047,5048,nothing forgive lose never certain segment rotten mud walk life spoke never heard never shall walk,never certainly sewer sense would mean maybe think wrong mean,1
5049,5050,matter,even nub insult,1
5051,5052,mean anyone anything world never would never even ellen even jones granddaughter,articulate world,1
5053,5054,walk shadow,lightblinded batlike image torment cast fierce demoniac lantern beneath earth crust hence retrograde reverse abysmal chaotic dark eternal abysmal dark complete descend mark gradation,1
5055,5056,ellipsis cling try cling vain unsubstantial hand hop would hold save arrest mark,last fatherless daughter wash jones child heard die memphis brothelto find severence even rest peace last stroke rusty scythe,1
5057,5058,told inform though jones time someone else kind enough turn aside tell dead,dead,1
5059,5060,cry,dead,1
5061,5062,lie dead heaven hell dare,cant marry,1
5063,5064,cant marry,dead,1
5065,5066,dead,yes,1
5067,5068,kill,quentin could nt pas,1
5069,5070,even listen say maam,say,1
5071,5072,something house,house,1
5073,5074,clytie,something living,1
5075,5076,hidden,four year living hidden house,1
5077,5078,table quentin lie open text book beneath lamp white oblong envelope familiar blur mechanical jefferson jan miss open dear son father slop fine hand dead dusty summer prepared harvard father hand could lie strange lamplit table cambridge dead summer wistaria cigarsmell mississippi strange room across strange iron new england snow dear son miss rosa coldfield bury yesterday,remain coma almost two week two day ago die without regain consciousness without pain say whatever mean since always seem painless death must take intelligence violent surprise rear speak since death anything beyond brief peculiar emotional state bereave must brief likewise peculiar state subject well,1
5079,5080,aught painful intelligence child idiot slow gradual confront long period bewilderment dread taught regard irrevocable unplumable finality know,either access comfort cessation pain ultimate escape stubborn dread outrage period fortythree year companionship bread fire know letter bring september even soon need require say neither aunt cousin uncle rosa,1
5081,5082,miss rosa coldfield old lady die young outrage one summer shreve say mean kin kin actually one southern bayard guinevere kin,die,1
5083,5084,shreve first time nobody first time cambridge since september tell south,like,1
5085,5086,live,wait,1
5087,5088,right right,old dame aunt rosa miss rosa tell,1
5089,5090,right right right,old aunt rall right right right right,1
5091,5092,nt nt set foot house even fortythree year yet say somebody hidden found somebody would believe would drive twelve mile buggy midnight see right,yes quentin say,1
5093,5094,slut nt,walk scythe beyond whose symbolic shape even though dead even earth decline longer bear weight jeered,1
5095,5096,yes quentin say,yes quentin say,1
5097,5098,word,white,1
5099,5100,trash jones clerk know maybe delusion make money store rebuild plantation escape twice get freed creditor set child destroy one another posterity decide maybe wrong free get decide wrong unfree get turn right around bought way back bead calico strip candy showcase shelf,yes quentin say,1
