qd1,qd2,phrase1,phrase2,label
22307,22308,afterward fake turn bad give unpleasant feel,romero bullfighting give real emotion kept absolute purity line movement always quietly calmly let horn pas close time,1
22309,22310,emphasize closeness,brett saw something beautiful close bull ridiculous little way,1
22311,22312,told since death joselito bullfighters develop technique simulated appearance danger order give fake emotional feel bullfighter really safe,romero old thing hold purity line maximum exposure dominate bull make realize unattainable prepared kill,1
22313,22314,never see awkward thing brett say,wo nt get frighten say,1
22315,22316,never frighten mike say,know damn much,1
22317,22318,knew everything start,others ca nt ever learn born,1
22319,22320,god look brett say,believe know fall love bullfighter chap mike say,1
22321,22322,would nt surprised,good chap jake,1
22323,22324,nt tell anything,tell beat old mother,1
22325,22326,tell drunk,oh frightful mike say,1
22327,22328,drunk day spend time beating poor old mother,look way brett say,1
22329,22330,nt,say,1
22331,22332,hitch mule dead bull whip crack men ran mule strain forward leg push broke gallop bull one horn head side swept swath smoothly across sand red gate,next last one,1
22333,22334,really brett say,lean forward barrera,1
22335,22336,romero wave picador place stood cape chest look across ring bull would come,go press tight crowd,1
22337,22338,bullfights hell one brett say,limp rag,1
22339,22340,oh get drink mike say,next day pedro romero fight,1
22341,22342,miura bull bad bullfight,next day bullfight schedule,1
22343,22344,day night fiesta kept,fog come mountain sea,1
22345,22346,could see top mountain,plateau dull gloomy shape tree house change,1
22347,22348,walk beyond town look weather,bad weather come mountain sea,1
22349,22350,flag square hung wet white pole banner wet hung damp front house steady drizzle rain come drove every one arcade make pool water square street wet dark desert yet fiesta kept without pause,driven cover,1
22351,22352,cover seat bullring crowd people sit rain watch concourse basque navarrais dancer singer afterward val carlos dancer costume dance street rain drum sound hollow damp chief band rid ahead big heavyfooted horse costume wet horse coat wet rain,crowd cafés dancer come sat tightwound white leg table shake water bell cap spread red purple jacket chair dry,1
22353,22354,rain hard outside,left crowd café go hotel get shave dinner,1
22355,22356,shave room knock door,come call,1
22357,22358,montoya walk,say,1
22359,22360,fine say,bull today,1
22361,22362,say nothing rain,friend,1
22363,22364,iruña,montoya smile embarrass smile,1
22365,22366,look say,know american ambassador,1
22367,22368,yes say,everybody know american ambassador,1
22369,22370,town,yes say,1
22371,22372,everybody see,see montoya say,1
22373,22374,nt say anything,go shave,1
22375,22376,sit say,let send drink,1
22377,22378,go,finish shave put face bowl wash cold water,1
22379,22380,montoya stand look embarrass,look say,1
22381,22382,message grand hotel want pedro romero marcial lalanda come coffee tonight dinner,well say ca nt hurt marcial,1
22383,22384,marcial san sebastian day,drove car morning marquez,1
22385,22386,nt think back tonight,montoya stood embarrass,1
22387,22388,want say something,nt give romero message say,1
22389,22390,think,absolutely,1
22391,22392,montoya pleased,want ask american say,1
22393,22394,look say montoya,people take boy like,1
22395,22396,nt know worth,nt know mean,1
22397,22398,foreigner flatter,start grand hotel business one year,1
22399,22400,like algabeno say,yes like algabeno,1
22401,22402,fine lot say,one american woman collect bullfighters,1
22403,22404,know,want young one,1
22405,22406,yes say,old one get fat,1
22407,22408,crazy like gallo,well say easy,1
22409,22410,give message,fine boy say montoya,1
22411,22412,ought stay people,nt mix stuff,1
22413,22414,wo nt drink,ask,1
22415,22416,say montoya go,go,1
22417,22418,go downstairs door take walk around arcade around square,still rain,1
22419,22420,look irufla gang walk around square back hotel,eat dinner downstairs diningroom,1
22421,22422,well ahead use try catch,bill buying shoeshines mike,1
22423,22424,bootblack open street door one bill call start work mike,eleventh time boot polished mike say,1
22425,22426,say bill,bootblack evidently spread report,1
22427,22428,another come,limpia bota,1
22429,22430,say bill,say bill,1
22431,22432,señor,bootblack knelt beside one work start mike free shoe shone already electric light,1
22433,22434,bill yell laughter mike say,drinking red wine far behind felt little uncomfortable shoeshining,1
22435,22436,look around room,next table pedro romero,1
22437,22438,stood nod ask come meet friend,table beside almost touch,1
22439,22440,met friend madrid bullfight critic little man drawn face,told romero much like work pleased,1
22441,22442,talk spanish critic knew little french,reach table winebottle critic take arm,1
22443,22444,romero laugh,drink say english,1
22445,22446,bashful english really pleased go talk brought word sure ask,anxious know english corrida de toros exact translation,1
22447,22448,bullfight suspicious,explain bullfight spanish lidia toro,1
22449,22450,spanish word corrida mean english run french translation course de taureaux,critic put,1
22451,22452,spanish word bullfight,pedro romero say learn little english gibraltar,1
22453,22454,born ronda,far gibraltar,1
22455,22456,start bullfighting malaga bullfighting school,three year,1
22457,22458,bullfight critic joked number malagueno expression use,nineteen year old say,1
22459,22460,old brother banderillero live hotel,live small hotel people work romero,1
22461,22462,ask many time see ring,told three,1
22463,22464,really two want explain make mistake,see time,1
22465,22466,madrid,yes lie,1
22467,22468,read account two appearance madrid bullfight paper right,first second time,1
22469,22470,first,bad say,1
22471,22472,second time well,remember,1
22473,22474,turn critic,embarrass,1
22475,22476,talk work something altogether apart,nothing conceited braggartly,1
22477,22478,like much like work say,nt see yet,1
22479,22480,tomorrow get good bull try show,say smile anxious neither bullfight critic would think boasting,1
22481,22482,anxious see critic say,would like convince,1
22483,22484,nt like work much,romero turn,1
22485,22486,serious,critic explain like much far incomplete,1
22487,22488,wait till tomorrow good one come,see bull tomorrow,1
22489,22490,critic ask,yes,1
22491,22492,saw unloaded,pedro romero lean forward,1
22493,22494,think,nice say,1
22495,22496,twentysix arroba,short horn,1
22497,22498,nt see,oh yes say romero,1
22499,22500,wo nt weigh twentysix arroba say critic,say romero,1
22501,22502,get banana horn critic say,call banana,1
22503,22504,ask romero,turn smile,1
22505,22506,would nt call banana,say,1
22507,22508,horn right,short say pedro romero,1
22509,22510,short,still nt banana,1
22511,22512,say jake brett call next table desert u,temporarily say,1
22513,22514,talk bull,superior,1
22515,22516,tell bull ball mike shout,drunk,1
22517,22518,romero look inquiringly,drunk say,1
22519,22520,borracho,muy borracho,1
22521,22522,might introduce friend brett say,stop look pedro romero,1
22523,22524,ask would like coffee u,stood,1
22525,22526,romero face brown,nice manner,1
22527,22528,introduce around start sit enough room move big table wall coffee,mike order bottle fundador glass everybody,1
22529,22530,lot drunken talk,tell think write lousy bill say,1
22531,22532,go tell,tell ashamed writer,1
22533,22534,pedro romero sit beside brett listen,go,1
22535,22536,tell,bill say,1
22537,22538,romero look smile,gentleman say writer,1
22539,22540,romero impressed,one say point cohn,1
22541,22542,look like villalta romero say look bill,rafael nt look like villalta,1
22543,22544,ca nt see critic say,really romero say spanish,1
22545,22546,look lot like villalta,drunken one,1
22547,22548,nothing,drink,1
22549,22550,wait marry lady,tell bull ball,1
22551,22552,mike shout drunk end table,say,1
22553,22554,drunk,jake mike call,1
22555,22556,tell bull ball,understand,1
22557,22558,say,yes,1
22559,22560,sure nt right,tell brett want see put green pant,1
22561,22562,pipe mike,tell brett die know get pant,1
22563,22564,pipe,romero finger glass talk brett,1
22565,22566,brett talk french talk spanish little english laugh,bill fill glass,1
22567,22568,romero look smile,pipe,1
22569,22570,know say,montoya come room,1
22571,22572,start smile saw pedro romero big glass cognac hand sit laugh woman bare shoulder table full drunk,even nod,1
22573,22574,montoya go room,mike foot propose toast,1
22575,22576,let drink begin,pedro romero say,1
22577,22578,everybody stood,romero take seriously touch glass drank rush little mike try make clear go drink,1
22579,22580,go right pedro romero shook hand every one critic go together,god,1
22581,22582,lovely boy brett say,would love see get clothes,1
22583,22584,must use shoehorn,start tell mike begin,1
22585,22586,jake kept interrupt,interrupt,1
22587,22588,think talk spanish well,oh shut mike,1
22589,22590,nobody interrupt,like get settle,1
22591,22592,turn away,think amount something cohn,1
22593,22594,think belong among u,people good time,1
22595,22596,god sake nt noisy cohn,oh cut mike cohn say,1
22597,22598,think brett want,think add party,1
22599,22600,nt say something,say say night mike,1
22601,22602,one literary chap,mike stood shakily lean table,1
22603,22604,clever,know want,1
22605,22606,nt see want cohn,go away,1
22607,22608,go away god sake,take sad jewish face away,1
22609,22610,nt think right,look u,1
22611,22612,sure say,let go iruña,1
22613,22614,nt think right,love woman,1
22615,22616,oh nt start,shove along michael brett say,1
22617,22618,nt think right jake,cohn still sat table,1
22619,22620,face sallow yellow look get insult somehow seem enjoy,childish drunken heroic,1
22621,22622,affair lady title,jake mike say,1
22623,22624,almost cry,know right,1
22625,22626,listen,turn cohn go away,1
22627,22628,go away,wo nt go mike say cohn,1
22629,22630,make,mike start toward around table,1
22631,22632,cohn stood take glass,stood wait face sallow hand fairly low proudly firmly wait assault ready battle lady love,1
22633,22634,grabbed mike,come café say,1
22635,22636,ca nt hit hotel,good,1
